hur_id,date,status
AL041979_BOB_29,1979-07-11T00:00,Hurricane
AL041979_BOB_29,1979-07-11T18:00,Tropical Storm
AL041979_BOB_29,1979-07-12T00:00,Tropical Depression
AL051979_UNNAMED_14,1979-07-10T12:00,Tropical Depression
AL061979_CLAUDETTE_57,1979-07-15T12:00,Tropical Depression
AL061979_CLAUDETTE_57,1979-07-17T12:00,Tropical Storm
AL061979_CLAUDETTE_57,1979-07-18T06:00,Tropical Depression
AL061979_CLAUDETTE_57,1979-07-23T12:00,Tropical Storm
AL061979_CLAUDETTE_57,1979-07-25T12:00,Tropical Depression
AL071979_UNNAMED_14,1979-07-23T12:00,Tropical Depression
AL081979_UNNAMED_25,1979-07-31T12:00,Tropical Depression
AL091979_DAVID_55,1979-08-25T12:00,Tropical Depression
AL091979_DAVID_55,1979-08-26T06:00,Tropical Storm
AL091979_DAVID_55,1979-08-27T06:00,Hurricane
AL091979_DAVID_55,1979-09-01T18:00,Tropical Storm
AL091979_DAVID_55,1979-09-02T00:00,Hurricane
AL091979_DAVID_55,1979-09-05T06:00,Tropical Storm
AL091979_DAVID_55,1979-09-06T18:00,Extratropical
AL101979_UNNAMED_13,1979-08-25T12:00,Tropical Depression
AL111979_FREDERIC_68,1979-08-29T06:00,Tropical Depression
AL111979_FREDERIC_68,1979-08-30T12:00,Tropical Storm
AL111979_FREDERIC_68,1979-09-01T06:00,Hurricane
AL111979_FREDERIC_68,1979-09-02T00:00,Tropical Storm
AL111979_FREDERIC_68,1979-09-06T18:00,Tropical Depression
AL111979_FREDERIC_68,1979-09-09T00:00,Tropical Storm
AL111979_FREDERIC_68,1979-09-10T12:00,Hurricane
AL111979_FREDERIC_68,1979-09-13T18:00,Tropical Storm
AL111979_FREDERIC_68,1979-09-14T18:00,Extratropical
AL121979_ELENA_13,1979-08-30T00:00,Tropical Depression
AL121979_ELENA_13,1979-08-30T18:00,Tropical Storm
AL121979_ELENA_13,1979-09-01T18:00,Tropical Depression
AL131979_UNNAMED_21,1979-09-01T12:00,Tropical Depression
AL141979_GLORIA_44,1979-09-04T12:00,Tropical Depression
AL141979_GLORIA_44,1979-09-06T12:00,Tropical Storm
AL141979_GLORIA_44,1979-09-07T06:00,Hurricane
AL141979_GLORIA_44,1979-09-10T18:00,Tropical Storm
AL141979_GLORIA_44,1979-09-11T18:00,Hurricane
AL141979_GLORIA_44,1979-09-15T06:00,Extratropical
AL151979_HENRI_39,1979-09-15T00:00,Tropical Depression
AL151979_HENRI_39,1979-09-16T12:00,Tropical Storm
AL151979_HENRI_39,1979-09-17T06:00,Hurricane
AL151979_HENRI_39,1979-09-18T06:00,Tropical Storm
AL151979_HENRI_39,1979-09-19T18:00,Tropical Depression
AL151979_HENRI_39,1979-09-24T12:00,Extratropical
AL161979_UNNAMED_21,1979-09-16T12:00,Tropical Depression
AL171979_UNNAMED_33,1979-10-12T12:00,Tropical Depression
AL181979_UNNAMED_9,1979-10-23T12:00,Subtropical Depression
AL181979_UNNAMED_9,1979-10-24T06:00,Subtropical storm
AL191979_UNNAMED_21,1979-10-24T12:00,Tropical Depression
AL201979_UNNAMED_11,1979-11-07T12:00,Tropical Depression
AL011980_UNNAMED_17,1980-07-17T00:00,Tropical Depression
AL021980_UNNAMED_17,1980-07-17T12:00,Tropical Depression
AL031980_UNNAMED_17,1980-07-22T00:00,Tropical Depression
AL041980_ALLEN_46,1980-07-31T12:00,Disturbance
AL041980_ALLEN_46,1980-08-01T00:00,Tropical Depression
AL041980_ALLEN_46,1980-08-02T00:00,Tropical Storm
AL041980_ALLEN_46,1980-08-03T00:00,Hurricane
AL041980_ALLEN_46,1980-08-11T00:00,Tropical Storm
AL041980_ALLEN_46,1980-08-11T12:00,Tropical Depression
AL051980_UNNAMED_17,1980-08-13T00:00,Tropical Depression
AL061980_BONNIE_24,1980-08-14T00:00,Tropical Depression
AL061980_BONNIE_24,1980-08-14T12:00,Tropical Storm
AL061980_BONNIE_24,1980-08-16T00:00,Hurricane
AL061980_BONNIE_24,1980-08-19T18:00,Extratropical
AL071980_CHARLEY_22,1980-08-20T12:00,Subtropical Depression
AL071980_CHARLEY_22,1980-08-21T12:00,Subtropical storm
AL071980_CHARLEY_22,1980-08-23T00:00,Hurricane
AL071980_CHARLEY_22,1980-08-24T06:00,Tropical Storm
AL081980_UNNAMED_17,1980-08-25T00:00,Tropical Depression
AL091980_GEORGES_32,1980-09-01T00:00,Tropical Depression
AL091980_GEORGES_32,1980-09-04T06:00,Disturbance
AL091980_GEORGES_32,1980-09-05T12:00,Subtropical Depression
AL091980_GEORGES_32,1980-09-07T00:00,Tropical Storm
AL091980_GEORGES_32,1980-09-08T00:00,Hurricane
AL101980_EARL_27,1980-09-04T12:00,Tropical Depression
AL101980_EARL_27,1980-09-05T00:00,Tropical Storm
AL101980_EARL_27,1980-09-08T06:00,Hurricane
AL101980_EARL_27,1980-09-10T12:00,Tropical Storm
AL101980_EARL_27,1980-09-10T18:00,Extratropical
AL111980_DANIELLE_12,1980-09-04T18:00,Tropical Depression
AL111980_DANIELLE_12,1980-09-05T18:00,Tropical Storm
AL111980_DANIELLE_12,1980-09-06T12:00,Tropical Depression
AL121980_FRANCES_61,1980-09-06T00:00,Tropical Depression
AL121980_FRANCES_61,1980-09-06T18:00,Tropical Storm
AL121980_FRANCES_61,1980-09-08T00:00,Hurricane
AL121980_FRANCES_61,1980-09-20T06:00,Tropical Storm
AL121980_FRANCES_61,1980-09-21T00:00,Extratropical
AL131980_HERMINE_23,1980-09-20T12:00,Tropical Depression
AL131980_HERMINE_23,1980-09-21T06:00,Tropical Storm
AL131980_HERMINE_23,1980-09-25T18:00,Tropical Depression
AL141980_IVAN_45,1980-10-01T00:00,Extratropical
AL141980_IVAN_45,1980-10-04T12:00,Tropical Depression
AL141980_IVAN_45,1980-10-04T18:00,Tropical Storm
AL141980_IVAN_45,1980-10-06T00:00,Hurricane
AL141980_IVAN_45,1980-10-12T00:00,Extratropical
AL151980_UNNAMED_9,1980-10-16T00:00,Tropical Depression
AL161980_JEANNE_35,1980-11-07T18:00,Disturbance
AL161980_JEANNE_35,1980-11-08T18:00,Tropical Depression
AL161980_JEANNE_35,1980-11-09T12:00,Tropical Storm
AL161980_JEANNE_35,1980-11-11T12:00,Hurricane
AL161980_JEANNE_35,1980-11-13T00:00,Tropical Storm
AL161980_JEANNE_35,1980-11-15T00:00,Tropical Depression
AL171980_UNNAMED_25,1980-11-12T12:00,Tropical Depression
AL181980_KARL_13,1980-11-25T00:00,Subtropical storm
AL181980_KARL_13,1980-11-25T18:00,Hurricane
AL181980_KARL_13,1980-11-28T00:00,Extratropical
AL011981_UNNAMED_5,1981-04-06T12:00,Tropical Depression
AL021981_UNNAMED_10,1981-04-19T12:00,Tropical Depression
AL031981_ARLENE_11,1981-05-06T18:00,Tropical Depression
AL031981_ARLENE_11,1981-05-07T12:00,Tropical Storm
AL031981_ARLENE_11,1981-05-08T06:00,Tropical Depression
AL031981_ARLENE_11,1981-05-08T18:00,Tropical Storm
AL031981_ARLENE_11,1981-05-09T00:00,Tropical Depression
AL041981_UNNAMED_11,1981-06-03T06:00,Tropical Depression
AL051981_UNNAMED_7,1981-06-17T12:00,Tropical Depression
AL061981_BRET_9,1981-06-29T12:00,Subtropical storm
AL061981_BRET_9,1981-06-30T06:00,Tropical Storm
AL061981_BRET_9,1981-07-01T06:00,Tropical Depression
AL071981_UNNAMED_8,1981-07-02T06:00,Tropical Depression
AL081981_UNNAMED_7,1981-07-25T06:00,Tropical Depression
AL091981_CINDY_12,1981-08-02T18:00,Subtropical Depression
AL091981_CINDY_12,1981-08-03T12:00,Tropical Depression
AL091981_CINDY_12,1981-08-03T18:00,Tropical Storm
AL091981_CINDY_12,1981-08-05T12:00,Extratropical
AL101981_DENNIS_60,1981-08-07T06:00,Tropical Depression
AL101981_DENNIS_60,1981-08-08T00:00,Tropical Storm
AL101981_DENNIS_60,1981-08-11T00:00,Tropical Depression
AL101981_DENNIS_60,1981-08-13T00:00,Tropical Wave
AL101981_DENNIS_60,1981-08-15T18:00,Tropical Depression
AL101981_DENNIS_60,1981-08-16T00:00,Tropical Storm
AL101981_DENNIS_60,1981-08-20T18:00,Hurricane
AL101981_DENNIS_60,1981-08-21T06:00,Tropical Storm
AL101981_DENNIS_60,1981-08-22T00:00,Extratropical
AL111981_UNNAMED_19,1981-08-17T06:00,Tropical Depression
AL121981_UNNAMED_12,1981-08-26T18:00,Tropical Depression
AL131981_EMILY_47,1981-08-31T12:00,Subtropical Depression
AL131981_EMILY_47,1981-09-01T00:00,Subtropical storm
AL131981_EMILY_47,1981-09-01T12:00,Tropical Storm
AL131981_EMILY_47,1981-09-04T00:00,Hurricane
AL131981_EMILY_47,1981-09-08T00:00,Tropical Storm
AL131981_EMILY_47,1981-09-11T18:00,Extratropical
AL141981_FLOYD_37,1981-09-03T12:00,Tropical Depression
AL141981_FLOYD_37,1981-09-04T18:00,Tropical Storm
AL141981_FLOYD_37,1981-09-05T18:00,Hurricane
AL141981_FLOYD_37,1981-09-08T18:00,Tropical Storm
AL151981_GERT_36,1981-09-07T00:00,Tropical Depression
AL151981_GERT_36,1981-09-08T00:00,Tropical Storm
AL151981_GERT_36,1981-09-10T18:00,Hurricane
AL151981_GERT_36,1981-09-13T00:00,Tropical Storm
AL151981_GERT_36,1981-09-14T18:00,Tropical Depression
AL161981_HARVEY_34,1981-09-11T18:00,Tropical Depression
AL161981_HARVEY_34,1981-09-12T18:00,Tropical Storm
AL161981_HARVEY_34,1981-09-13T00:00,Hurricane
AL161981_HARVEY_34,1981-09-18T12:00,Tropical Storm
AL161981_HARVEY_34,1981-09-19T06:00,Extratropical
AL171981_UNNAMED_11,1981-09-12T00:00,Tropical Depression
AL181981_IRENE_48,1981-09-21T12:00,Tropical Depression
AL181981_IRENE_48,1981-09-23T06:00,Tropical Storm
AL181981_IRENE_48,1981-09-25T00:00,Hurricane
AL181981_IRENE_48,1981-10-01T06:00,Tropical Storm
AL181981_IRENE_48,1981-10-02T06:00,Extratropical
AL191981_UNNAMED_36,1981-09-26T00:00,Tropical Depression
AL201981_JOSE_15,1981-10-29T12:00,Tropical Depression
AL201981_JOSE_15,1981-10-30T00:00,Tropical Storm
AL201981_JOSE_15,1981-11-01T18:00,Subtropical Depression
AL211981_KATRINA_20,1981-11-03T00:00,Tropical Depression
AL211981_KATRINA_20,1981-11-04T06:00,Tropical Storm
AL211981_KATRINA_20,1981-11-05T06:00,Hurricane
AL211981_KATRINA_20,1981-11-06T06:00,Tropical Storm
AL221981_UNNAMED_20,1981-11-12T12:00,Subtropical storm
AL011982_ALBERTO_17,1982-06-02T12:00,Tropical Depression
AL011982_ALBERTO_17,1982-06-03T06:00,Tropical Storm
AL011982_ALBERTO_17,1982-06-03T18:00,Hurricane
AL011982_ALBERTO_17,1982-06-04T06:00,Tropical Storm
AL011982_ALBERTO_17,1982-06-05T00:00,Tropical Depression
AL021982_UNNAMED_12,1982-06-18T00:00,Subtropical Depression
AL021982_UNNAMED_12,1982-06-18T12:00,Subtropical storm
AL021982_UNNAMED_12,1982-06-20T18:00,Extratropical
AL031982_BERYL_37,1982-08-28T12:00,Tropical Depression
AL031982_BERYL_37,1982-08-28T18:00,Tropical Storm
AL031982_BERYL_37,1982-09-02T18:00,Tropical Depression
AL041982_UNNAMED_15,1982-09-06T00:00,Tropical Depression
AL051982_CHRIS_16,1982-09-09T00:00,Subtropical Depression
AL051982_CHRIS_16,1982-09-10T00:00,Tropical Depression
AL051982_CHRIS_16,1982-09-10T12:00,Tropical Storm
AL051982_CHRIS_16,1982-09-12T00:00,Tropical Depression
AL061982_DEBBY_30,1982-09-13T12:00,Tropical Depression
AL061982_DEBBY_30,1982-09-14T12:00,Tropical Storm
AL061982_DEBBY_30,1982-09-15T00:00,Hurricane
AL061982_DEBBY_30,1982-09-20T06:00,Tropical Storm
AL061982_DEBBY_30,1982-09-20T18:00,Extratropical
AL071982_UNNAMED_15,1982-09-24T00:00,Tropical Depression
AL081982_ERNESTO_11,1982-09-30T12:00,Tropical Depression
AL081982_ERNESTO_11,1982-10-01T06:00,Tropical Storm
AL081982_ERNESTO_11,1982-10-03T00:00,Extratropical
AL011983_UNNAMED_22,1983-07-23T12:00,Tropical Depression
AL021983_UNNAMED_25,1983-07-27T12:00,Tropical Depression
AL031983_ALICIA_24,1983-08-15T12:00,Tropical Depression
AL031983_ALICIA_24,1983-08-15T18:00,Tropical Storm
AL031983_ALICIA_24,1983-08-17T00:00,Hurricane
AL031983_ALICIA_24,1983-08-18T18:00,Tropical Storm
AL031983_ALICIA_24,1983-08-19T06:00,Tropical Depression
AL031983_ALICIA_24,1983-08-20T06:00,Extratropical
AL041983_BARRY_24,1983-08-23T18:00,Tropical Depression
AL041983_BARRY_24,1983-08-24T06:00,Tropical Storm
AL041983_BARRY_24,1983-08-25T12:00,Tropical Depression
AL041983_BARRY_24,1983-08-27T12:00,Tropical Storm
AL041983_BARRY_24,1983-08-28T12:00,Hurricane
AL041983_BARRY_24,1983-08-29T00:00,Tropical Storm
AL041983_BARRY_24,1983-08-29T06:00,Tropical Depression
AL051983_CHANTAL_20,1983-09-10T12:00,Tropical Depression
AL051983_CHANTAL_20,1983-09-11T00:00,Tropical Storm
AL051983_CHANTAL_20,1983-09-11T18:00,Hurricane
AL051983_CHANTAL_20,1983-09-13T00:00,Tropical Storm
AL051983_CHANTAL_20,1983-09-15T00:00,Tropical Depression
AL061983_DEAN_17,1983-09-26T18:00,Subtropical storm
AL061983_DEAN_17,1983-09-27T18:00,Tropical Storm
AL061983_DEAN_17,1983-09-30T18:00,Tropical Depression
AL011984_UNNAMED_11,1984-06-11T12:00,Tropical Depression
AL021984_UNNAMED_8,1984-06-18T12:00,Tropical Depression
AL031984_UNNAMED_11,1984-07-24T06:00,Tropical Depression
AL041984_UNNAMED_10,1984-08-06T12:00,Tropical Depression
AL051984_UNNAMED_14,1984-08-18T06:00,Subtropical Depression
AL051984_UNNAMED_14,1984-08-19T12:00,Subtropical storm
AL051984_UNNAMED_14,1984-08-21T12:00,Subtropical Depression
AL061984_ARTHUR_33,1984-08-28T18:00,Tropical Depression
AL061984_ARTHUR_33,1984-08-29T12:00,Tropical Storm
AL061984_ARTHUR_33,1984-08-31T18:00,Tropical Depression
AL071984_BERTHA_22,1984-08-30T12:00,Tropical Depression
AL071984_BERTHA_22,1984-08-31T12:00,Tropical Storm
AL071984_BERTHA_22,1984-09-01T12:00,Tropical Depression
AL081984_CESAR_12,1984-08-31T00:00,Subtropical Depression
AL081984_CESAR_12,1984-08-31T12:00,Tropical Storm
AL081984_CESAR_12,1984-09-02T18:00,Extratropical
AL091984_UNNAMED_8,1984-09-06T12:00,Tropical Depression
AL101984_DIANA_32,1984-09-08T12:00,Tropical Storm
AL101984_DIANA_32,1984-09-10T12:00,Hurricane
AL101984_DIANA_32,1984-09-13T18:00,Tropical Storm
AL101984_DIANA_32,1984-09-16T06:00,Extratropical
AL111984_EDOUARD_7,1984-09-14T00:00,Tropical Depression
AL111984_EDOUARD_7,1984-09-14T06:00,Tropical Storm
AL111984_EDOUARD_7,1984-09-15T06:00,Tropical Depression
AL121984_FRAN_21,1984-09-15T12:00,Tropical Depression
AL121984_FRAN_21,1984-09-16T18:00,Tropical Storm
AL121984_FRAN_21,1984-09-20T06:00,Tropical Depression
AL131984_GUSTAV_11,1984-09-16T18:00,Tropical Depression
AL131984_GUSTAV_11,1984-09-18T18:00,Tropical Storm
AL141984_HORTENSE_40,1984-09-23T00:00,Subtropical Depression
AL141984_HORTENSE_40,1984-09-23T18:00,Subtropical storm
AL141984_HORTENSE_40,1984-09-24T18:00,Tropical Storm
AL141984_HORTENSE_40,1984-09-25T18:00,Hurricane
AL141984_HORTENSE_40,1984-09-26T06:00,Tropical Storm
AL151984_ISIDORE_25,1984-09-25T12:00,Tropical Depression
AL151984_ISIDORE_25,1984-09-26T12:00,Tropical Storm
AL151984_ISIDORE_25,1984-10-01T00:00,Tropical Depression
AL161984_JOSEPHINE_56,1984-10-07T06:00,Subtropical Depression
AL161984_JOSEPHINE_56,1984-10-08T12:00,Tropical Storm
AL161984_JOSEPHINE_56,1984-10-10T06:00,Hurricane
AL161984_JOSEPHINE_56,1984-10-17T06:00,Tropical Storm
AL161984_JOSEPHINE_56,1984-10-18T18:00,Extratropical
AL171984_UNNAMED_12,1984-10-25T06:00,Tropical Depression
AL181984_KLAUS_33,1984-11-05T18:00,Tropical Depression
AL181984_KLAUS_33,1984-11-06T18:00,Tropical Storm
AL181984_KLAUS_33,1984-11-08T00:00,Hurricane
AL181984_KLAUS_33,1984-11-12T18:00,Subtropical storm
AL181984_KLAUS_33,1984-11-13T18:00,Extratropical
AL191984_UNNAMED_20,1984-11-23T12:00,Tropical Depression
AL201984_LILI_49,1984-12-12T12:00,Subtropical storm
AL201984_LILI_49,1984-12-20T12:00,Hurricane
AL201984_LILI_49,1984-12-23T06:00,Tropical Storm
AL201984_LILI_49,1984-12-24T06:00,Tropical Depression
AL011985_ANA_16,1985-07-15T18:00,Tropical Depression
AL011985_ANA_16,1985-07-16T18:00,Tropical Storm
AL011985_ANA_16,1985-07-19T06:00,Extratropical
AL021985_BOB_20,1985-07-21T06:00,Tropical Depression
AL021985_BOB_20,1985-07-22T18:00,Tropical Storm
AL021985_BOB_20,1985-07-24T18:00,Hurricane
AL021985_BOB_20,1985-07-25T06:00,Tropical Storm
AL021985_BOB_20,1985-07-25T18:00,Tropical Depression
AL031985_CLAUDETTE_30,1985-08-09T18:00,Subtropical Depression
AL031985_CLAUDETTE_30,1985-08-11T00:00,Tropical Storm
AL031985_CLAUDETTE_30,1985-08-14T06:00,Hurricane
AL031985_CLAUDETTE_30,1985-08-16T00:00,Tropical Storm
AL031985_CLAUDETTE_30,1985-08-17T00:00,Extratropical
AL041985_DANNY_36,1985-08-12T00:00,Tropical Depression
AL041985_DANNY_36,1985-08-14T00:00,Tropical Storm
AL041985_DANNY_36,1985-08-15T00:00,Hurricane
AL041985_DANNY_36,1985-08-16T00:00,Tropical Storm
AL041985_DANNY_36,1985-08-16T12:00,Tropical Depression
AL041985_DANNY_36,1985-08-19T00:00,Extratropical
AL051985_ELENA_32,1985-08-28T00:00,Tropical Depression
AL051985_ELENA_32,1985-08-28T18:00,Tropical Storm
AL051985_ELENA_32,1985-08-29T12:00,Hurricane
AL051985_ELENA_32,1985-09-02T18:00,Tropical Storm
AL051985_ELENA_32,1985-09-03T06:00,Tropical Depression
AL061985_UNNAMED_21,1985-09-08T12:00,Tropical Depression
AL071985_UNNAMED_10,1985-09-11T12:00,Tropical Depression
AL081985_FABIAN_16,1985-09-15T18:00,Tropical Depression
AL081985_FABIAN_16,1985-09-16T18:00,Tropical Storm
AL091985_GLORIA_63,1985-09-16T12:00,Tropical Depression
AL091985_GLORIA_63,1985-09-17T12:00,Tropical Storm
AL091985_GLORIA_63,1985-09-18T18:00,Tropical Depression
AL091985_GLORIA_63,1985-09-20T00:00,Tropical Storm
AL091985_GLORIA_63,1985-09-21T18:00,Hurricane
AL091985_GLORIA_63,1985-09-28T00:00,Extratropical
AL101985_HENRI_14,1985-09-21T18:00,Tropical Depression
AL101985_HENRI_14,1985-09-23T06:00,Tropical Storm
AL101985_HENRI_14,1985-09-25T00:00,Tropical Depression
AL111985_ISABEL_35,1985-10-07T00:00,Tropical Depression
AL111985_ISABEL_35,1985-10-07T06:00,Tropical Storm
AL111985_ISABEL_35,1985-10-11T00:00,Tropical Depression
AL121985_JUAN_28,1985-10-26T00:00,Tropical Depression
AL121985_JUAN_28,1985-10-26T12:00,Tropical Storm
AL121985_JUAN_28,1985-10-28T00:00,Hurricane
AL121985_JUAN_28,1985-10-29T18:00,Tropical Storm
AL121985_JUAN_28,1985-11-01T12:00,Extratropical
AL131985_KATE_33,1985-11-15T18:00,Tropical Storm
AL131985_KATE_33,1985-11-16T18:00,Hurricane
AL131985_KATE_33,1985-11-22T12:00,Tropical Storm
AL131985_KATE_33,1985-11-23T18:00,Extratropical
AL141985_UNNAMED_10,1985-12-07T12:00,Tropical Depression
AL011986_ANDREW_16,1986-06-05T00:00,Subtropical Depression
AL011986_ANDREW_16,1986-06-06T00:00,Tropical Storm
AL021986_BONNIE_20,1986-06-23T18:00,Tropical Depression
AL021986_BONNIE_20,1986-06-24T18:00,Tropical Storm
AL021986_BONNIE_20,1986-06-25T18:00,Hurricane
AL021986_BONNIE_20,1986-06-26T18:00,Tropical Storm
AL021986_BONNIE_20,1986-06-27T00:00,Tropical Depression
AL031986_UNNAMED_21,1986-07-23T12:00,Tropical Depression
AL041986_UNNAMED_7,1986-08-04T06:00,Tropical Depression
AL051986_CHARLEY_67,1986-08-13T12:00,Subtropical Depression
AL051986_CHARLEY_67,1986-08-15T12:00,Tropical Depression
AL051986_CHARLEY_67,1986-08-15T18:00,Tropical Storm
AL051986_CHARLEY_67,1986-08-17T12:00,Hurricane
AL051986_CHARLEY_67,1986-08-18T12:00,Tropical Storm
AL051986_CHARLEY_67,1986-08-21T00:00,Extratropical
AL061986_UNNAMED_21,1986-08-30T12:00,Tropical Depression
AL071986_UNNAMED_13,1986-09-01T12:00,Tropical Depression
AL081986_DANIELLE_14,1986-09-07T06:00,Tropical Depression
AL081986_DANIELLE_14,1986-09-07T18:00,Tropical Storm
AL081986_DANIELLE_14,1986-09-09T18:00,Tropical Depression
AL091986_EARL_38,1986-09-10T18:00,Tropical Depression
AL091986_EARL_38,1986-09-11T00:00,Tropical Storm
AL091986_EARL_38,1986-09-11T18:00,Hurricane
AL091986_EARL_38,1986-09-19T00:00,Extratropical
AL101986_FRANCES_13,1986-11-18T18:00,Tropical Depression
